text,emotion
Nothing about this group project is going smoothly honestly,Frustrated
I'm confident I answered all the quiz questions correctly seriously,Confident
Nothing about this topic holds my attention today seriously,Bored
I'd like to explore this idea further after class honestly,Curious
"Same review material again, I've heard this five times today",Bored
I've got this assignment figured out completely during class,Confident
This textbook chapter is putting me to sleep seriously,Bored
I solved the whole problem set without help,Confident
"I keep zoning out during this class, nothing is new again",Bored
I'm confident I answered all the quiz questions correctly during class,Confident
"I can't focus on this presentation, it's dragging on during class",Bored
I solved the whole problem set without help today,Confident
"That's interesting, can we go deeper into this topic again",Curious
This professor's instructions never make sense honestly,Frustrated
I'm sure I'll do well on this exam,Confident
What would happen if we applied this to a different problem honestly,Curious
"I can't focus on this presentation, it's dragging on honestly",Bored
I feel ready for the presentation tomorrow today,Confident
I'm just waiting for this class to end already right now,Bored
"Can you explain that step again, it doesn't make sense right now",Confused
I'm stuck on this problem and don't know where to start right now,Confused
"I can't focus on this presentation, it's dragging on honestly",Bored
"I can't focus on this presentation, it's dragging on again",Bored
"I keep zoning out during this class, nothing is new seriously",Bored
This homework is repetitive and uninteresting seriously,Bored
"Same review material again, I've heard this five times honestly",Bored
This professor's instructions never make sense honestly,Frustrated
"I'm so annoyed, the code keeps throwing the same error seriously",Frustrated
"Can you explain that step again, it doesn't make sense during class",Confused
I wonder how this concept applies to real projects right now,Curious
"I'm so annoyed, the code keeps throwing the same error seriously",Frustrated
"That's interesting, can we go deeper into this topic seriously",Curious
This professor's instructions never make sense again,Frustrated
I don't understand this formula at all today,Confused
I feel ready for the presentation tomorrow right now,Confident
This assignment is taking forever and nothing works,Frustrated
"I'm so annoyed, the code keeps throwing the same error",Frustrated
This assignment is taking forever and nothing works right now,Frustrated
"I can't focus on this presentation, it's dragging on honestly",Bored
Why does this keep failing no matter what I try honestly,Frustrated
I'm confident I answered all the quiz questions correctly today,Confident
I wonder how this concept applies to real projects seriously,Curious
I can't believe I have three assignments due tomorrow right now,Frustrated
Nothing about this group project is going smoothly honestly,Frustrated
"I'm so annoyed, the code keeps throwing the same error during class",Frustrated
I feel ready for the presentation tomorrow again,Confident
I'm sure I'll do well on this exam,Confident
I know exactly how to approach this project during class,Confident
"This is fascinating, what happens if we change this variable honestly",Curious
"I keep zoning out during this class, nothing is new",Bored
I'm sick of redoing this same section over and over,Frustrated
This assignment instructions are so unclear,Confused
This professor's instructions never make sense during class,Frustrated
I keep getting a different answer than the textbook right now,Confused
I want to know more about how this algorithm works,Curious
This homework is repetitive and uninteresting right now,Bored
"I'm so annoyed, the code keeps throwing the same error today",Frustrated
I can't believe I have three assignments due tomorrow today,Frustrated
This assignment is taking forever and nothing works during class,Frustrated
I'd like to explore this idea further after class right now,Curious
I keep getting a different answer than the textbook today,Confused
I understand this topic really well now seriously,Confident
Why does this keep failing no matter what I try honestly,Frustrated
I've tried this problem five times and still can't solve it during class,Frustrated
I'm stuck on this problem and don't know where to start during class,Confused
Nothing about this group project is going smoothly again,Frustrated
This assignment is taking forever and nothing works right now,Frustrated
"That's interesting, can we go deeper into this topic",Curious
I understand this topic really well now seriously,Confident
I'm confident I answered all the quiz questions correctly right now,Confident
This textbook chapter is putting me to sleep,Bored
This homework is repetitive and uninteresting honestly,Bored
"Wait, why does this formula work like that today",Curious
I keep getting a different answer than the textbook,Confused
I don't understand this formula at all during class,Confused
I keep getting a different answer than the textbook during class,Confused
"This is fascinating, what happens if we change this variable honestly",Curious
I'm sick of redoing this same section over and over today,Frustrated
I know exactly how to approach this project again,Confident
"Can you explain that step again, it doesn't make sense",Confused
I know exactly how to approach this project honestly,Confident
Why does this keep failing no matter what I try seriously,Frustrated
None of this is making sense to me right now seriously,Confused
This assignment is taking forever and nothing works today,Frustrated
"Wait, how did we get this answer, I'm lost",Confused
"I'm so annoyed, the code keeps throwing the same error honestly",Frustrated
"I'm so annoyed, the code keeps throwing the same error",Frustrated
None of this is making sense to me right now,Confused
What would happen if we applied this to a different problem today,Curious
I've got this assignment figured out completely again,Confident
I don't understand this formula at all during class,Confused
I know exactly how to approach this project seriously,Confident
I'm sure I'll do well on this exam seriously,Confident
I know exactly how to approach this project,Confident
"That's interesting, can we go deeper into this topic right now",Curious
"That's interesting, can we go deeper into this topic today",Curious
I'm sure I'll do well on this exam,Confident
"Wait, how did we get this answer, I'm lost honestly",Confused
I'm sure I'll do well on this exam,Confident
I'm confident I answered all the quiz questions correctly seriously,Confident
None of this is making sense to me right now today,Confused
I feel ready for the presentation tomorrow,Confident
"Can you explain that step again, it doesn't make sense during class",Confused
"I keep zoning out during this class, nothing is new again",Bored
Why does this keep failing no matter what I try,Frustrated
"I can't focus on this presentation, it's dragging on honestly",Bored
This professor's instructions never make sense again,Frustrated
Why does this keep failing no matter what I try today,Frustrated
I'm stuck on this problem and don't know where to start,Confused
This assignment is taking forever and nothing works during class,Frustrated
I understand this topic really well now again,Confident
I'm sick of redoing this same section over and over seriously,Frustrated
"I can't focus on this presentation, it's dragging on today",Bored
Nothing about this group project is going smoothly honestly,Frustrated
"This is fascinating, what happens if we change this variable during class",Curious
"This lecture is so slow, I already know all of this right now",Bored
I want to know more about how this algorithm works today,Curious
I understand this topic really well now seriously,Confident
"This makes total sense, I can explain it to others again",Confident
I keep getting a different answer than the textbook honestly,Confused
"Same review material again, I've heard this five times right now",Bored
I solved the whole problem set without help right now,Confident
I'd like to explore this idea further after class today,Curious
I know exactly how to approach this project honestly,Confident
How does this relate to what we learned last week,Curious
I solved the whole problem set without help seriously,Confident
"This is fascinating, what happens if we change this variable",Curious
I don't understand this formula at all again,Confused
I keep getting a different answer than the textbook during class,Confused
I'd like to explore this idea further after class right now,Curious
I'm sure I'll do well on this exam again,Confident
What would happen if we applied this to a different problem seriously,Curious
"This lecture is so slow, I already know all of this during class",Bored
This assignment is taking forever and nothing works,Frustrated
This homework is repetitive and uninteresting right now,Bored
"I'm so annoyed, the code keeps throwing the same error again",Frustrated
Nothing about this group project is going smoothly during class,Frustrated
"This lecture is so slow, I already know all of this honestly",Bored
"I'm so annoyed, the code keeps throwing the same error",Frustrated
"I can't focus on this presentation, it's dragging on right now",Bored
"I keep zoning out during this class, nothing is new during class",Bored
"I'm so annoyed, the code keeps throwing the same error during class",Frustrated
I wonder how this concept applies to real projects again,Curious
I can't believe I have three assignments due tomorrow again,Frustrated
I want to know more about how this algorithm works today,Curious
Nothing about this group project is going smoothly during class,Frustrated
I solved the whole problem set without help honestly,Confident
I keep getting a different answer than the textbook again,Confused
This professor's instructions never make sense right now,Frustrated
I don't understand this formula at all,Confused
I want to know more about how this algorithm works again,Curious
This homework is repetitive and uninteresting again,Bored
This professor's instructions never make sense,Frustrated
"I'm so annoyed, the code keeps throwing the same error seriously",Frustrated
"Wait, how did we get this answer, I'm lost seriously",Confused
"This makes total sense, I can explain it to others",Confident
I'm sick of redoing this same section over and over during class,Frustrated
"Wait, how did we get this answer, I'm lost seriously",Confused
Why does this keep failing no matter what I try during class,Frustrated
I'm confident I answered all the quiz questions correctly today,Confident
Nothing about this topic holds my attention today,Bored
I solved the whole problem set without help,Confident
"This lecture is so slow, I already know all of this",Bored
This assignment is taking forever and nothing works seriously,Frustrated
This textbook chapter is putting me to sleep again,Bored
"Wait, how did we get this answer, I'm lost honestly",Confused
I have no idea what the professor just said today,Confused
I feel ready for the presentation tomorrow today,Confident
"I keep zoning out during this class, nothing is new today",Bored
I'm sick of redoing this same section over and over during class,Frustrated
This professor's instructions never make sense seriously,Frustrated
I've got this assignment figured out completely during class,Confident
I'm sick of redoing this same section over and over honestly,Frustrated
This textbook chapter is putting me to sleep right now,Bored
I want to know more about how this algorithm works again,Curious
"Same review material again, I've heard this five times",Bored
"I keep zoning out during this class, nothing is new seriously",Bored
Nothing about this group project is going smoothly,Frustrated
Nothing about this group project is going smoothly honestly,Frustrated
I understand this topic really well now again,Confident
Nothing about this topic holds my attention today,Bored
This homework is repetitive and uninteresting today,Bored
"This lecture is so slow, I already know all of this",Bored
I'm just waiting for this class to end already honestly,Bored
Nothing about this group project is going smoothly again,Frustrated
"That's interesting, can we go deeper into this topic honestly",Curious
"That's interesting, can we go deeper into this topic today",Curious
This textbook chapter is putting me to sleep right now,Bored
"I can't focus on this presentation, it's dragging on honestly",Bored
I'm confident I answered all the quiz questions correctly today,Confident
I'm sure I'll do well on this exam during class,Confident
What would happen if we applied this to a different problem seriously,Curious
What would happen if we applied this to a different problem today,Curious
This assignment instructions are so unclear seriously,Confused
I solved the whole problem set without help honestly,Confident
This assignment instructions are so unclear again,Confused
What would happen if we applied this to a different problem today,Curious
"This makes total sense, I can explain it to others today",Confident
I don't understand this formula at all,Confused
I've tried this problem five times and still can't solve it seriously,Frustrated
"Same review material again, I've heard this five times honestly",Bored
Nothing about this topic holds my attention today honestly,Bored
"Can you explain that step again, it doesn't make sense again",Confused
This professor's instructions never make sense honestly,Frustrated
I solved the whole problem set without help,Confident
I know exactly how to approach this project during class,Confident
"This lecture is so slow, I already know all of this today",Bored
Nothing about this topic holds my attention today honestly,Bored
"Wait, how did we get this answer, I'm lost seriously",Confused
None of this is making sense to me right now,Confused
I keep getting a different answer than the textbook right now,Confused
I'm sure I'll do well on this exam,Confident
This assignment is taking forever and nothing works right now,Frustrated
"Same review material again, I've heard this five times",Bored
"Wait, how did we get this answer, I'm lost right now",Confused
This textbook chapter is putting me to sleep today,Bored
None of this is making sense to me right now during class,Confused
I'm just waiting for this class to end already,Bored
I feel ready for the presentation tomorrow seriously,Confident
I've got this assignment figured out completely right now,Confident
I'd like to explore this idea further after class seriously,Curious
"This lecture is so slow, I already know all of this seriously",Bored
This assignment is taking forever and nothing works honestly,Frustrated
Nothing about this group project is going smoothly honestly,Frustrated
"I can't focus on this presentation, it's dragging on today",Bored
I don't understand this formula at all today,Confused
"That's interesting, can we go deeper into this topic right now",Curious
This assignment instructions are so unclear again,Confused
This textbook chapter is putting me to sleep right now,Bored
"Same review material again, I've heard this five times right now",Bored
I know exactly how to approach this project today,Confident
I'm sure I'll do well on this exam right now,Confident
This assignment is taking forever and nothing works today,Frustrated
I'd like to explore this idea further after class during class,Curious
What would happen if we applied this to a different problem during class,Curious
"Wait, why does this formula work like that honestly",Curious
"Wait, how did we get this answer, I'm lost today",Confused
This professor's instructions never make sense right now,Frustrated
"Wait, why does this formula work like that during class",Curious
I'd like to explore this idea further after class again,Curious
I don't understand this formula at all today,Confused
I know exactly how to approach this project seriously,Confident
I'm confident I answered all the quiz questions correctly seriously,Confident
This assignment instructions are so unclear right now,Confused
I know exactly how to approach this project again,Confident
I've tried this problem five times and still can't solve it honestly,Frustrated
I can't believe I have three assignments due tomorrow during class,Frustrated
I solved the whole problem set without help right now,Confident
I'm just waiting for this class to end already today,Bored
I keep getting a different answer than the textbook honestly,Confused
I don't understand this formula at all again,Confused
This assignment is taking forever and nothing works honestly,Frustrated
"Same review material again, I've heard this five times seriously",Bored
I have no idea what the professor just said seriously,Confused
"This makes total sense, I can explain it to others right now",Confident
This homework is repetitive and uninteresting seriously,Bored
This textbook chapter is putting me to sleep today,Bored
Nothing about this topic holds my attention today today,Bored
I'm confident I answered all the quiz questions correctly today,Confident
This professor's instructions never make sense today,Frustrated
I can't believe I have three assignments due tomorrow,Frustrated
I'm confident I answered all the quiz questions correctly right now,Confident
I can't believe I have three assignments due tomorrow today,Frustrated
"Wait, how did we get this answer, I'm lost again",Confused
I'm sick of redoing this same section over and over honestly,Frustrated
This textbook chapter is putting me to sleep during class,Bored
"Wait, why does this formula work like that right now",Curious
I've tried this problem five times and still can't solve it during class,Frustrated
"I can't focus on this presentation, it's dragging on today",Bored
"I can't focus on this presentation, it's dragging on seriously",Bored
I understand this topic really well now,Confident
I'm just waiting for this class to end already during class,Bored
"That's interesting, can we go deeper into this topic again",Curious
I wonder how this concept applies to real projects,Curious
I'd like to explore this idea further after class today,Curious
"Can you explain that step again, it doesn't make sense right now",Confused
I'm sick of redoing this same section over and over honestly,Frustrated
I'd like to explore this idea further after class during class,Curious
What would happen if we applied this to a different problem,Curious
I'm just waiting for this class to end already today,Bored
"I can't focus on this presentation, it's dragging on again",Bored
"I can't focus on this presentation, it's dragging on seriously",Bored
I know exactly how to approach this project honestly,Confident
I want to know more about how this algorithm works again,Curious
How does this relate to what we learned last week again,Curious
I'm just waiting for this class to end already right now,Bored
"Same review material again, I've heard this five times right now",Bored
Why does this keep failing no matter what I try again,Frustrated
I'm just waiting for this class to end already,Bored
"Same review material again, I've heard this five times seriously",Bored
I'm stuck on this problem and don't know where to start seriously,Confused
Nothing about this group project is going smoothly today,Frustrated
I feel ready for the presentation tomorrow during class,Confident
"I keep zoning out during this class, nothing is new honestly",Bored
I want to know more about how this algorithm works seriously,Curious
"Same review material again, I've heard this five times during class",Bored
How does this relate to what we learned last week again,Curious
"Same review material again, I've heard this five times again",Bored
"Wait, how did we get this answer, I'm lost again",Confused
I keep getting a different answer than the textbook,Confused
This textbook chapter is putting me to sleep honestly,Bored
I understand this topic really well now seriously,Confident
I'm sure I'll do well on this exam right now,Confident
"Can you explain that step again, it doesn't make sense right now",Confused
Nothing about this group project is going smoothly right now,Frustrated
I solved the whole problem set without help right now,Confident
This professor's instructions never make sense honestly,Frustrated
I don't understand this formula at all again,Confused
"Wait, how did we get this answer, I'm lost right now",Confused
"I can't focus on this presentation, it's dragging on honestly",Bored
I wonder how this concept applies to real projects seriously,Curious
I can't believe I have three assignments due tomorrow,Frustrated
Nothing about this group project is going smoothly during class,Frustrated
"This makes total sense, I can explain it to others honestly",Confident
I'm stuck on this problem and don't know where to start seriously,Confused
"I can't focus on this presentation, it's dragging on",Bored
"I keep zoning out during this class, nothing is new",Bored
"I keep zoning out during this class, nothing is new",Bored
This professor's instructions never make sense honestly,Frustrated
I keep getting a different answer than the textbook honestly,Confused
This professor's instructions never make sense today,Frustrated
Nothing about this group project is going smoothly again,Frustrated
I keep getting a different answer than the textbook,Confused
I wonder how this concept applies to real projects again,Curious
"Can you explain that step again, it doesn't make sense",Confused
"Can you explain that step again, it doesn't make sense during class",Confused
"Wait, why does this formula work like that during class",Curious
This assignment instructions are so unclear seriously,Confused
How does this relate to what we learned last week today,Curious
I've got this assignment figured out completely right now,Confident
Nothing about this topic holds my attention today seriously,Bored
I can't believe I have three assignments due tomorrow seriously,Frustrated
"This is fascinating, what happens if we change this variable seriously",Curious
Nothing about this group project is going smoothly right now,Frustrated
"Wait, why does this formula work like that during class",Curious
I've tried this problem five times and still can't solve it right now,Frustrated
Why does this keep failing no matter what I try right now,Frustrated
"This lecture is so slow, I already know all of this right now",Bored
This assignment instructions are so unclear,Confused
What would happen if we applied this to a different problem,Curious
"Wait, how did we get this answer, I'm lost honestly",Confused
I feel ready for the presentation tomorrow during class,Confident
"I keep zoning out during this class, nothing is new today",Bored
I'm sure I'll do well on this exam right now,Confident
"Same review material again, I've heard this five times today",Bored
I've got this assignment figured out completely,Confident
How does this relate to what we learned last week again,Curious
I'm sick of redoing this same section over and over honestly,Frustrated
"Wait, how did we get this answer, I'm lost again",Confused
Nothing about this group project is going smoothly today,Frustrated
I've tried this problem five times and still can't solve it today,Frustrated
I solved the whole problem set without help today,Confident
I've got this assignment figured out completely during class,Confident
I don't understand this formula at all seriously,Confused
"This makes total sense, I can explain it to others seriously",Confident
"This lecture is so slow, I already know all of this during class",Bored
I solved the whole problem set without help today,Confident
Nothing about this group project is going smoothly,Frustrated
Nothing about this topic holds my attention today,Bored
I want to know more about how this algorithm works right now,Curious
This homework is repetitive and uninteresting honestly,Bored
How does this relate to what we learned last week right now,Curious
I can't believe I have three assignments due tomorrow right now,Frustrated
I'm stuck on this problem and don't know where to start again,Confused
"This lecture is so slow, I already know all of this seriously",Bored
I'm confident I answered all the quiz questions correctly today,Confident
I want to know more about how this algorithm works today,Curious
I've tried this problem five times and still can't solve it during class,Frustrated
This textbook chapter is putting me to sleep right now,Bored
"This lecture is so slow, I already know all of this seriously",Bored
"Same review material again, I've heard this five times seriously",Bored
Nothing about this group project is going smoothly again,Frustrated
"I keep zoning out during this class, nothing is new right now",Bored
I'm sick of redoing this same section over and over during class,Frustrated
"Wait, how did we get this answer, I'm lost today",Confused
This assignment is taking forever and nothing works again,Frustrated
I know exactly how to approach this project,Confident
This assignment instructions are so unclear,Confused
"Same review material again, I've heard this five times during class",Bored
This professor's instructions never make sense again,Frustrated
This professor's instructions never make sense during class,Frustrated
I understand this topic really well now today,Confident
I solved the whole problem set without help today,Confident
"Can you explain that step again, it doesn't make sense",Confused
I'm just waiting for this class to end already right now,Bored
This homework is repetitive and uninteresting again,Bored
"I keep zoning out during this class, nothing is new today",Bored
"I keep zoning out during this class, nothing is new during class",Bored
I understand this topic really well now,Confident
I'm sure I'll do well on this exam seriously,Confident
"Wait, how did we get this answer, I'm lost today",Confused
I feel ready for the presentation tomorrow today,Confident
I don't understand this formula at all honestly,Confused
I want to know more about how this algorithm works right now,Curious
Why does this keep failing no matter what I try right now,Frustrated
I've tried this problem five times and still can't solve it today,Frustrated
"This is fascinating, what happens if we change this variable right now",Curious
Nothing about this group project is going smoothly today,Frustrated
I've tried this problem five times and still can't solve it right now,Frustrated
Nothing about this topic holds my attention today today,Bored
I keep getting a different answer than the textbook again,Confused
"I keep zoning out during this class, nothing is new today",Bored
"This is fascinating, what happens if we change this variable",Curious
"I can't focus on this presentation, it's dragging on seriously",Bored
"This lecture is so slow, I already know all of this today",Bored
I've tried this problem five times and still can't solve it,Frustrated
I'd like to explore this idea further after class today,Curious
I'd like to explore this idea further after class right now,Curious
I don't understand this formula at all seriously,Confused
"Same review material again, I've heard this five times",Bored
I have no idea what the professor just said right now,Confused
How does this relate to what we learned last week today,Curious
"This lecture is so slow, I already know all of this today",Bored
None of this is making sense to me right now right now,Confused
None of this is making sense to me right now seriously,Confused
Why does this keep failing no matter what I try today,Frustrated
"This is fascinating, what happens if we change this variable seriously",Curious
I've got this assignment figured out completely right now,Confident
None of this is making sense to me right now honestly,Confused
What would happen if we applied this to a different problem today,Curious
Nothing about this topic holds my attention today today,Bored
I keep getting a different answer than the textbook again,Confused
What would happen if we applied this to a different problem again,Curious
"This is fascinating, what happens if we change this variable honestly",Curious
This homework is repetitive and uninteresting,Bored
I feel ready for the presentation tomorrow today,Confident
I've tried this problem five times and still can't solve it,Frustrated
"This makes total sense, I can explain it to others during class",Confident
This textbook chapter is putting me to sleep honestly,Bored
"Same review material again, I've heard this five times",Bored
This assignment instructions are so unclear during class,Confused
I solved the whole problem set without help seriously,Confident
Nothing about this topic holds my attention today today,Bored
"Wait, why does this formula work like that during class",Curious
"I keep zoning out during this class, nothing is new seriously",Bored
"I keep zoning out during this class, nothing is new",Bored
"I keep zoning out during this class, nothing is new seriously",Bored
I understand this topic really well now seriously,Confident
I know exactly how to approach this project seriously,Confident
This assignment instructions are so unclear seriously,Confused
"This lecture is so slow, I already know all of this today",Bored
This homework is repetitive and uninteresting,Bored
Why does this keep failing no matter what I try today,Frustrated
I'm sick of redoing this same section over and over again,Frustrated
I'm sick of redoing this same section over and over again,Frustrated
I've got this assignment figured out completely seriously,Confident
I have no idea what the professor just said honestly,Confused
"This lecture is so slow, I already know all of this seriously",Bored
This assignment is taking forever and nothing works,Frustrated
I'm sick of redoing this same section over and over,Frustrated
This homework is repetitive and uninteresting again,Bored
Nothing about this group project is going smoothly seriously,Frustrated
"This makes total sense, I can explain it to others honestly",Confident
I'm stuck on this problem and don't know where to start right now,Confused
"Wait, how did we get this answer, I'm lost right now",Confused
"This makes total sense, I can explain it to others",Confident
Why does this keep failing no matter what I try right now,Frustrated
"I'm so annoyed, the code keeps throwing the same error",Frustrated
Why does this keep failing no matter what I try seriously,Frustrated
"That's interesting, can we go deeper into this topic during class",Curious
This assignment is taking forever and nothing works during class,Frustrated
Why does this keep failing no matter what I try honestly,Frustrated
This assignment is taking forever and nothing works,Frustrated
Nothing about this topic holds my attention today during class,Bored
"I'm so annoyed, the code keeps throwing the same error during class",Frustrated
"I can't focus on this presentation, it's dragging on again",Bored
"This lecture is so slow, I already know all of this honestly",Bored
"Wait, how did we get this answer, I'm lost",Confused
I wonder how this concept applies to real projects right now,Curious
I wonder how this concept applies to real projects again,Curious
"This makes total sense, I can explain it to others today",Confident
I'm stuck on this problem and don't know where to start today,Confused
I'm sick of redoing this same section over and over,Frustrated
I've got this assignment figured out completely right now,Confident
I understand this topic really well now seriously,Confident
I'm stuck on this problem and don't know where to start honestly,Confused
This professor's instructions never make sense during class,Frustrated
I don't understand this formula at all honestly,Confused
"Can you explain that step again, it doesn't make sense right now",Confused
What would happen if we applied this to a different problem,Curious
I keep getting a different answer than the textbook,Confused
This textbook chapter is putting me to sleep right now,Bored
None of this is making sense to me right now,Confused
I don't understand this formula at all during class,Confused
"This lecture is so slow, I already know all of this honestly",Bored
I don't understand this formula at all seriously,Confused
None of this is making sense to me right now today,Confused
"This is fascinating, what happens if we change this variable",Curious
"Wait, why does this formula work like that",Curious
I've tried this problem five times and still can't solve it today,Frustrated
"I keep zoning out during this class, nothing is new during class",Bored
Nothing about this group project is going smoothly during class,Frustrated
"Wait, why does this formula work like that right now",Curious
"That's interesting, can we go deeper into this topic right now",Curious
I can't believe I have three assignments due tomorrow honestly,Frustrated
Why does this keep failing no matter what I try,Frustrated
"Can you explain that step again, it doesn't make sense honestly",Confused
This professor's instructions never make sense again,Frustrated
Nothing about this group project is going smoothly right now,Frustrated
This textbook chapter is putting me to sleep today,Bored
Nothing about this group project is going smoothly during class,Frustrated
"I can't focus on this presentation, it's dragging on today",Bored
I'm confident I answered all the quiz questions correctly,Confident
I know exactly how to approach this project right now,Confident
None of this is making sense to me right now during class,Confused
"Wait, how did we get this answer, I'm lost seriously",Confused
"That's interesting, can we go deeper into this topic during class",Curious
I wonder how this concept applies to real projects during class,Curious
This professor's instructions never make sense during class,Frustrated
"Same review material again, I've heard this five times right now",Bored
Nothing about this group project is going smoothly again,Frustrated
I'm just waiting for this class to end already again,Bored
I feel ready for the presentation tomorrow during class,Confident
I'm sure I'll do well on this exam seriously,Confident
"Wait, why does this formula work like that honestly",Curious
Nothing about this topic holds my attention today right now,Bored
"This is fascinating, what happens if we change this variable again",Curious
I want to know more about how this algorithm works honestly,Curious
This homework is repetitive and uninteresting seriously,Bored
"I can't focus on this presentation, it's dragging on honestly",Bored
What would happen if we applied this to a different problem again,Curious
I solved the whole problem set without help today,Confident
"Wait, how did we get this answer, I'm lost seriously",Confused
Nothing about this topic holds my attention today,Bored
"Wait, how did we get this answer, I'm lost seriously",Confused
How does this relate to what we learned last week honestly,Curious
I feel ready for the presentation tomorrow today,Confident
I keep getting a different answer than the textbook during class,Confused
This textbook chapter is putting me to sleep during class,Bored
I'm sick of redoing this same section over and over honestly,Frustrated
I have no idea what the professor just said,Confused
Nothing about this group project is going smoothly seriously,Frustrated
I want to know more about how this algorithm works right now,Curious
I've tried this problem five times and still can't solve it,Frustrated
"Wait, why does this formula work like that seriously",Curious
I have no idea what the professor just said today,Confused
How does this relate to what we learned last week seriously,Curious
I've got this assignment figured out completely today,Confident
I'm stuck on this problem and don't know where to start honestly,Confused
I understand this topic really well now,Confident
I've tried this problem five times and still can't solve it during class,Frustrated
I feel ready for the presentation tomorrow during class,Confident
This assignment instructions are so unclear today,Confused
This textbook chapter is putting me to sleep again,Bored
I don't understand this formula at all during class,Confused
I've tried this problem five times and still can't solve it during class,Frustrated
What would happen if we applied this to a different problem today,Curious
"That's interesting, can we go deeper into this topic honestly",Curious
"This lecture is so slow, I already know all of this today",Bored
None of this is making sense to me right now today,Confused
Nothing about this group project is going smoothly today,Frustrated
"Can you explain that step again, it doesn't make sense right now",Confused
Why does this keep failing no matter what I try honestly,Frustrated
This assignment is taking forever and nothing works again,Frustrated
I want to know more about how this algorithm works during class,Curious
I feel ready for the presentation tomorrow,Confident
None of this is making sense to me right now during class,Confused
Nothing about this group project is going smoothly,Frustrated
"This is fascinating, what happens if we change this variable seriously",Curious
"I'm so annoyed, the code keeps throwing the same error again",Frustrated
I have no idea what the professor just said again,Confused
I've got this assignment figured out completely seriously,Confident
"That's interesting, can we go deeper into this topic seriously",Curious
I have no idea what the professor just said right now,Confused
This homework is repetitive and uninteresting,Bored
I want to know more about how this algorithm works seriously,Curious
"That's interesting, can we go deeper into this topic",Curious
This assignment instructions are so unclear seriously,Confused
None of this is making sense to me right now seriously,Confused
I've tried this problem five times and still can't solve it during class,Frustrated
I'm confident I answered all the quiz questions correctly today,Confident
"I'm so annoyed, the code keeps throwing the same error again",Frustrated
I understand this topic really well now honestly,Confident
I've tried this problem five times and still can't solve it seriously,Frustrated
"Wait, how did we get this answer, I'm lost during class",Confused
I'm stuck on this problem and don't know where to start again,Confused
I have no idea what the professor just said,Confused
I don't understand this formula at all during class,Confused
I keep getting a different answer than the textbook today,Confused
"Wait, how did we get this answer, I'm lost during class",Confused
"This is fascinating, what happens if we change this variable during class",Curious
Nothing about this topic holds my attention today honestly,Bored
I'd like to explore this idea further after class during class,Curious
I wonder how this concept applies to real projects,Curious
I solved the whole problem set without help today,Confident
None of this is making sense to me right now seriously,Confused
I want to know more about how this algorithm works during class,Curious
Why does this keep failing no matter what I try,Frustrated
"Wait, why does this formula work like that",Curious
I have no idea what the professor just said,Confused
"Can you explain that step again, it doesn't make sense today",Confused
Why does this keep failing no matter what I try again,Frustrated
This homework is repetitive and uninteresting during class,Bored
Nothing about this topic holds my attention today again,Bored
I'm stuck on this problem and don't know where to start,Confused
How does this relate to what we learned last week again,Curious
This assignment instructions are so unclear honestly,Confused
This assignment instructions are so unclear again,Confused
I've tried this problem five times and still can't solve it seriously,Frustrated
What would happen if we applied this to a different problem again,Curious
I have no idea what the professor just said,Confused
This professor's instructions never make sense seriously,Frustrated
I've tried this problem five times and still can't solve it today,Frustrated
None of this is making sense to me right now during class,Confused
I'm sick of redoing this same section over and over today,Frustrated
I don't understand this formula at all honestly,Confused
"I can't focus on this presentation, it's dragging on today",Bored
I can't believe I have three assignments due tomorrow again,Frustrated
I'd like to explore this idea further after class seriously,Curious
This textbook chapter is putting me to sleep seriously,Bored
What would happen if we applied this to a different problem today,Curious
"I keep zoning out during this class, nothing is new right now",Bored
I want to know more about how this algorithm works again,Curious
None of this is making sense to me right now during class,Confused
I'm stuck on this problem and don't know where to start honestly,Confused
"This is fascinating, what happens if we change this variable again",Curious
"I can't focus on this presentation, it's dragging on again",Bored
I'd like to explore this idea further after class honestly,Curious
I'm sure I'll do well on this exam seriously,Confident
I can't believe I have three assignments due tomorrow,Frustrated
"Same review material again, I've heard this five times",Bored
This homework is repetitive and uninteresting,Bored
This textbook chapter is putting me to sleep during class,Bored
I'm confident I answered all the quiz questions correctly seriously,Confident
What would happen if we applied this to a different problem during class,Curious
I have no idea what the professor just said right now,Confused
"I keep zoning out during this class, nothing is new",Bored
"Same review material again, I've heard this five times again",Bored
I don't understand this formula at all today,Confused
I'm sick of redoing this same section over and over,Frustrated
"Same review material again, I've heard this five times today",Bored
I'm just waiting for this class to end already again,Bored
"I keep zoning out during this class, nothing is new",Bored
I have no idea what the professor just said seriously,Confused
I have no idea what the professor just said seriously,Confused
I'd like to explore this idea further after class seriously,Curious
I have no idea what the professor just said honestly,Confused
I can't believe I have three assignments due tomorrow during class,Frustrated
What would happen if we applied this to a different problem honestly,Curious
"This makes total sense, I can explain it to others today",Confident
I feel ready for the presentation tomorrow during class,Confident
I've tried this problem five times and still can't solve it during class,Frustrated
"Wait, how did we get this answer, I'm lost",Confused
I've tried this problem five times and still can't solve it seriously,Frustrated
I wonder how this concept applies to real projects right now,Curious
None of this is making sense to me right now,Confused
"This is fascinating, what happens if we change this variable honestly",Curious
What would happen if we applied this to a different problem during class,Curious
I solved the whole problem set without help again,Confident
This homework is repetitive and uninteresting right now,Bored
